temperature,humidity,wind_speed,solar_radiation,heat_index,wbgt,utci,vulnerability_score,population_density,hour,day_of_year,heat_exposure_duration,htsi
35.51,73.08,1.08,189.29,54.19,33.08,36.6,45.44,9200.0,7,143,0.0,54.34
26.51,87.69,7.77,70.28,29.21,25.43,25.98,60.21,8500.0,22,146,0.0,34.43
39.0,54.18,0.95,702.58,54.4,35.5,41.74,43.19,3100.0,10,93,0.0,61.68
27.83,87.57,4.13,20.75,32.82,26.67,27.6,38.6,9200.0,0,164,0.0,36.64
44.33,50.19,4.19,982.29,70.77,39.0,45.45,49.31,4900.0,12,138,2.0,71.12
26.0,89.5,0.97,0.0,28.02,25.03,26.18,78.68,9200.0,18,96,0.0,40.52
27.62,82.57,0.73,43.78,31.51,26.09,28.11,44.63,3100.0,23,100,0.0,37.02
26.77,91.3,1.17,3.17,30.21,25.98,26.97,45.27,8500.0,2,143,0.0,38.59
26.98,82.02,1.72,0.0,29.88,25.25,27.04,46.99,3100.0,23,176,0.0,36.86
32.75,66.74,1.96,534.5,41.38,30.3,34.43,80.06,9200.0,16,134,0.0,52.63
27.93,87.51,2.57,0.0,33.12,26.74,27.87,58.84,9200.0,4,112,0.0,40.75
26.38,85.4,2.66,56.8,28.74,25.11,26.59,65.07,3100.0,19,117,0.0,37.81
26.45,87.89,1.0,0.0,29.08,25.32,26.64,77.36,9200.0,20,146,0.0,39.5
30.29,76.61,1.55,234.27,37.58,28.48,31.3,42.5,4200.0,7,115,0.0,43.43
41.16,53.34,2.19,955.48,61.45,37.12,43.64,47.58,9200.0,13,114,3.0,69.15
28.15,80.94,3.59,0.0,32.63,26.29,27.87,51.25,9200.0,3,143,0.0,37.46
40.68,57.4,5.97,820.93,63.13,36.36,40.75,45.56,8500.0,10,118,0.0,64.09
27.31,84.45,0.92,34.7,30.95,25.93,27.72,69.16,8500.0,19,172,0.0,41.43
38.33,54.33,2.36,808.66,52.27,34.33,40.39,70.57,3100.0,14,125,4.0,63.35
29.68,83.76,1.27,0.0,37.7,28.07,29.84,43.67,8500.0,18,103,0.0,41.51
30.11,91.34,2.23,60.84,41.6,29.41,30.39,63.72,3100.0,6,167,0.0,47.23
27.84,81.61,1.22,106.76,31.94,26.34,28.49,44.41,3100.0,18,124,0.0,39.27
28.1,83.84,1.96,0.0,32.97,26.53,28.12,31.24,8500.0,18,119,0.0,37.63
37.88,62.28,1.59,803.67,56.11,35.33,40.45,50.74,4200.0,10,106,0.0,63.86
31.51,86.85,4.26,29.59,45.44,30.24,31.1,43.28,9200.0,4,156,0.0,45.87
26.53,85.17,2.49,57.91,29.09,25.24,26.76,78.94,9200.0,4,169,0.0,39.45
29.59,80.52,0.6,0.0,36.56,27.65,29.88,34.23,4200.0,21,119,0.0,40.99
32.09,78.12,4.22,281.62,43.88,30.22,32.37,67.84,4200.0,7,134,0.0,48.7
38.28,56.41,1.0,642.34,53.49,34.92,40.81,68.92,9200.0,9,168,0.0,61.74
26.82,83.34,2.8,0.0,29.64,25.24,26.73,66.93,8500.0,5,178,0.0,37.55
42.18,51.33,1.24,843.62,63.51,38.07,45.1,63.27,8500.0,14,140,4.0,70.84
37.5,55.99,1.11,690.05,50.63,34.19,40.06,70.05,3100.0,15,136,5.0,62.69
33.11,70.73,2.0,525.09,44.14,31.07,34.76,45.45,3100.0,16,142,0.0,53.02
33.18,76.71,3.21,248.7,47.18,31.12,33.65,78.22,4900.0,7,153,0.0,53.44
32.17,74.67,4.55,239.3,42.73,29.84,32.22,46.5,3100.0,7,127,0.0,47.85
33.72,66.45,2.4,539.24,44.16,31.08,35.21,42.2,4900.0,8,153,0.0,50.33
26.72,81.21,1.87,39.87,29.22,25.01,26.96,43.27,8500.0,1,176,0.0,35.56
39.5,52.53,1.69,863.7,54.92,35.55,42.1,62.59,9200.0,14,178,4.0,65.2
32.01,76.69,3.48,279.34,43.02,30.03,32.52,36.29,4900.0,17,96,0.0,45.81
28.22,85.35,8.5,43.91,33.59,26.85,27.24,76.57,4200.0,2,111,0.0,39.9
30.69,64.61,0.98,521.51,35.32,28.55,32.78,61.07,9200.0,16,170,0.0,46.5
27.48,89.33,2.52,0.0,32.05,26.47,27.43,61.55,8500.0,3,171,0.0,40.23
27.95,79.21,7.66,0.0,31.85,25.91,26.96,71.28,4200.0,3,130,0.0,36.48
39.41,51.22,2.46,911.68,53.7,35.02,41.62,79.66,9200.0,13,163,3.0,66.67
35.28,72.62,1.94,467.71,52.97,33.26,36.81,35.32,4900.0,8,99,0.0,56.35
34.88,63.09,1.42,476.87,46.21,31.92,36.65,63.36,4900.0,8,146,0.0,55.24
27.85,76.25,0.51,36.52,31.2,25.67,28.34,76.55,3100.0,22,96,0.0,39.56
28.25,79.1,0.82,257.05,32.59,27.05,29.58,50.87,4200.0,17,139,0.0,42.24
38.5,61.76,3.27,656.95,58.11,35.02,39.74,81.24,8500.0,9,141,0.0,65.51
28.77,81.35,1.79,0.0,34.38,26.93,28.82,60.84,8500.0,20,122,0.0,40.83
26.96,91.69,0.83,45.46,30.8,26.34,27.46,42.85,9200.0,3,90,0.0,40.14
42.7,52.66,3.17,868.34,66.76,37.94,44.3,33.83,9200.0,11,142,1.0,67.96
30.97,77.03,3.41,241.51,39.74,29.0,31.43,75.32,9200.0,7,149,0.0,49.08
28.55,80.65,1.18,0.0,33.64,26.65,28.71,47.0,8500.0,1,123,0.0,39.87
28.22,82.16,0.7,0.0,33.01,26.48,28.46,43.25,9200.0,21,93,0.0,39.81
42.32,52.16,2.23,955.45,64.79,37.97,44.75,75.43,4900.0,12,106,2.0,72.19
28.41,84.84,0.53,0.0,34.03,26.93,28.7,69.99,4900.0,20,93,0.0,45.01
36.72,61.08,2.91,639.77,51.15,33.31,38.15,47.26,4200.0,15,132,5.0,56.0
29.55,87.34,0.93,6.7,38.29,28.34,29.86,33.86,8500.0,1,179,0.0,42.25
36.11,54.77,1.64,813.82,45.7,32.68,38.62,66.97,8500.0,10,93,0.0,58.69
34.46,57.38,0.74,566.78,42.34,31.59,36.89,35.68,4900.0,9,90,0.0,52.19
39.39,55.09,1.34,749.02,56.43,35.77,41.97,44.86,3100.0,14,160,4.0,62.88
34.92,70.57,2.97,472.82,50.38,32.49,36.01,75.63,4200.0,16,139,0.0,57.89
31.99,85.28,3.96,191.23,46.65,30.78,32.14,40.79,4900.0,7,162,0.0,47.53
30.67,71.22,0.66,172.62,37.07,28.33,31.77,73.33,9200.0,17,150,0.0,45.03
29.96,82.57,1.49,0.0,38.3,28.23,30.08,47.98,4200.0,22,124,0.0,42.88
34.76,67.59,0.65,472.16,48.16,32.92,37.02,47.08,8500.0,8,97,0.0,55.15
29.97,81.63,4.56,246.6,38.05,28.48,30.21,48.96,3100.0,7,113,0.0,42.92
39.78,52.4,2.37,907.41,55.77,35.55,42.04,86.15,3100.0,13,172,3.0,69.23
32.76,76.24,0.67,216.1,45.44,31.04,34.09,57.57,4200.0,17,125,0.0,50.91
27.09,83.62,3.05,0.0,30.32,25.53,26.95,38.21,4200.0,21,139,0.0,35.41
28.96,80.69,1.65,0.0,34.77,27.05,29.03,47.6,4200.0,19,132,0.0,39.44
29.56,86.6,1.16,13.23,38.09,28.28,29.85,74.11,3100.0,19,116,0.0,45.28
29.92,83.94,2.06,0.0,38.57,28.33,29.92,48.4,8500.0,20,121,0.0,41.46
42.77,50.97,0.78,1000.67,65.42,39.68,46.59,62.33,4200.0,11,167,1.0,75.06
26.18,84.59,1.44,0.0,28.23,24.72,26.29,75.74,4200.0,18,107,0.0,37.74
38.68,55.83,2.47,883.31,54.45,34.97,40.86,46.56,4900.0,13,117,3.0,62.51
37.08,67.21,2.4,481.08,56.51,34.24,38.38,85.49,9200.0,16,118,6.0,62.05
29.07,87.07,3.36,39.42,36.58,27.88,29.01,46.94,4200.0,23,105,0.0,41.75
30.37,86.37,3.27,55.28,40.9,29.12,30.35,44.92,4900.0,20,136,0.0,44.41
28.19,84.94,2.85,58.14,33.43,26.84,28.32,62.79,4200.0,2,148,0.0,42.03
32.83,86.71,2.46,0.0,50.95,31.48,32.72,43.0,3100.0,22,120,0.0,49.08
29.34,83.31,0.74,0.0,36.53,27.7,29.61,45.59,4900.0,6,93,0.0,40.42
32.52,67.02,2.89,486.84,40.82,29.83,33.71,79.11,8500.0,16,126,0.0,50.69
41.6,60.19,4.82,865.29,69.6,37.78,42.33,33.89,4200.0,11,106,1.0,67.41
36.03,68.37,7.1,442.77,53.23,32.96,35.34,40.71,8500.0,8,128,0.0,52.26
41.66,54.0,4.61,766.04,63.93,36.81,42.24,71.13,3100.0,14,137,4.0,66.18
32.6,75.96,1.83,213.27,44.74,30.54,33.45,42.63,3100.0,17,135,0.0,48.23
26.2,79.59,1.66,0.0,28.04,24.26,26.27,49.28,3100.0,20,179,0.0,32.39
41.83,54.76,1.05,993.09,65.33,38.92,45.34,36.29,8500.0,12,137,2.0,70.46
27.98,80.75,1.1,17.3,32.16,26.15,28.26,47.78,4900.0,20,128,0.0,38.52
28.79,79.01,0.5,199.13,33.95,27.55,30.05,62.35,3100.0,7,93,0.0,44.47
43.45,55.02,7.5,941.42,72.33,38.57,42.61,36.31,3100.0,13,119,3.0,66.87
31.16,77.59,0.5,267.71,40.54,29.99,32.75,47.53,4200.0,7,119,0.0,48.29
40.09,51.34,2.29,953.53,56.03,35.8,42.49,60.27,8500.0,13,111,3.0,65.97
26.83,84.04,2.36,19.76,29.71,25.35,26.91,42.31,8500.0,6,164,0.0,35.65
28.05,89.0,1.08,31.01,33.73,27.09,28.44,73.78,4200.0,22,155,0.0,43.5
44.13,46.97,3.74,947.51,66.66,38.31,45.46,83.43,9200.0,11,101,1.0,74.6
40.04,54.25,1.49,752.99,58.09,36.15,42.51,45.79,4200.0,10,125,0.0,63.07
28.51,90.46,4.87,0.0,35.5,27.61,28.01,62.98,3100.0,21,107,0.0,42.71
27.21,83.29,4.52,0.0,30.58,25.61,26.84,60.07,9200.0,21,179,0.0,36.85
37.93,54.31,1.08,826.59,50.98,34.77,40.89,58.79,4200.0,10,142,0.0,62.59
28.01,85.18,0.66,13.81,32.96,26.64,28.38,47.73,4200.0,21,160,0.0,40.55
42.48,50.46,1.32,959.6,63.83,38.44,45.63,72.29,9200.0,12,90,2.0,72.54
30.76,75.44,4.99,200.54,38.58,28.5,30.68,42.08,4200.0,17,147,0.0,41.22
31.2,85.25,4.6,0.0,43.56,29.72,30.57,73.08,4200.0,1,179,0.0,47.04
29.36,84.16,0.5,22.11,36.81,27.9,29.85,49.66,3100.0,20,176,0.0,44.33
38.36,56.99,1.6,793.74,54.15,35.03,40.87,62.29,4200.0,14,179,4.0,63.8
27.11,82.49,0.51,0.0,30.24,25.43,27.36,64.72,3100.0,19,95,0.0,38.38
31.97,75.72,3.24,231.55,42.49,29.82,32.41,34.25,3100.0,17,159,0.0,44.08
41.43,50.75,1.36,809.28,60.24,37.11,44.14,45.54,4900.0,14,133,4.0,66.9
28.0,79.41,2.79,29.28,32.01,26.04,28.01,49.0,8500.0,18,161,0.0,37.56
29.06,85.95,3.39,0.0,36.29,27.69,28.81,40.72,4200.0,22,113,0.0,40.15
28.16,88.96,3.3,8.35,34.05,27.12,28.01,74.69,9200.0,23,175,0.0,43.52
39.93,50.0,2.38,880.02,54.54,35.27,42.1,44.57,9200.0,11,108,1.0,64.18
42.23,49.27,0.76,928.18,61.85,38.72,45.84,47.5,4200.0,12,107,2.0,70.17
26.3,80.59,0.9,17.32,28.29,24.51,26.59,65.04,3100.0,21,119,0.0,35.96
38.15,61.41,0.73,838.67,56.5,36.49,41.51,68.63,4900.0,10,131,0.0,67.92
30.74,91.68,2.25,19.0,44.27,29.98,30.83,78.76,8500.0,4,122,0.0,50.97
28.53,81.18,3.17,29.23,33.67,26.73,28.46,60.13,4200.0,0,163,0.0,40.32
29.71,82.87,1.61,0.0,37.57,28.01,29.8,67.27,3100.0,23,101,0.0,43.17
28.5,81.95,3.92,39.71,33.74,26.79,28.33,37.11,4200.0,2,116,0.0,37.67
27.11,82.21,2.52,4.6,30.2,25.41,27.08,41.55,3100.0,21,128,0.0,35.67
29.16,80.38,3.52,0.0,35.28,27.22,28.86,67.75,9200.0,18,98,0.0,41.13
29.14,87.04,2.33,0.0,36.8,27.88,29.1,66.6,9200.0,22,110,0.0,44.08
31.29,87.68,1.7,39.39,44.89,30.15,31.59,45.82,8500.0,6,165,0.0,47.03
41.58,56.73,1.55,933.7,66.16,38.33,44.51,38.4,4900.0,11,118,1.0,69.27
38.98,56.97,1.72,836.23,56.33,35.63,41.52,70.85,8500.0,14,122,4.0,66.19
29.79,85.76,4.63,0.0,38.65,28.39,29.24,68.34,3100.0,4,151,0.0,44.76
41.07,52.78,1.48,778.26,60.64,36.94,43.62,48.14,3100.0,14,104,4.0,64.37
30.39,71.87,4.57,243.59,36.5,27.83,30.54,38.65,4200.0,7,91,0.0,39.86
36.31,58.67,3.49,671.08,48.38,32.56,37.53,79.08,4200.0,9,141,0.0,58.11
40.03,64.16,3.77,669.32,66.46,36.72,41.01,78.85,8500.0,15,133,5.0,69.08
31.24,72.5,1.07,256.48,39.05,29.12,32.49,43.13,8500.0,7,143,0.0,45.13
29.39,92.25,4.28,79.38,39.11,28.78,29.28,81.87,4200.0,0,107,0.0,47.01
38.75,54.26,1.44,889.59,53.6,35.34,41.61,79.27,3100.0,11,92,1.0,64.86
26.67,86.67,0.69,2.04,29.54,25.42,26.92,35.34,8500.0,4,96,0.0,36.82
26.0,85.4,3.68,11.18,27.87,24.65,25.88,48.72,4900.0,2,132,0.0,34.97
28.38,88.8,1.39,64.77,34.74,27.48,28.86,74.09,4200.0,0,171,0.0,44.07
28.83,78.21,1.71,7.64,33.9,26.68,28.94,79.18,3100.0,3,127,0.0,40.51
29.08,76.28,2.32,207.13,34.16,27.11,29.78,82.44,4200.0,7,126,0.0,43.99
27.46,86.91,1.83,0.0,31.67,26.22,27.52,71.43,4200.0,2,147,0.0,39.92
36.85,62.28,1.21,589.18,52.35,34.06,39.08,73.47,9200.0,9,122,0.0,60.98
28.13,89.57,0.62,2.07,34.08,27.15,28.44,72.13,4200.0,1,148,0.0,44.87
37.47,52.05,1.58,836.87,48.21,33.64,40.07,46.42,3100.0,10,100,0.0,59.29
38.68,60.58,3.55,643.17,57.9,34.96,39.74,36.87,4900.0,9,157,0.0,58.4
29.6,88.94,0.9,37.85,38.92,28.65,30.09,59.84,4200.0,20,171,0.0,46.66
40.62,46.61,4.12,962.08,54.32,35.08,41.91,52.19,8500.0,13,157,3.0,64.53
30.61,87.39,1.98,34.99,42.13,29.44,30.82,74.53,4200.0,6,177,0.0,48.79
27.81,80.9,1.18,56.32,31.75,26.11,28.26,60.65,4200.0,1,111,0.0,39.69
32.97,68.41,2.85,453.18,42.69,30.36,34.08,64.58,8500.0,8,155,0.0,51.33
36.44,62.5,3.03,727.1,51.06,33.36,38.04,32.45,4900.0,15,133,5.0,56.07
42.39,47.37,5.69,1044.99,60.74,36.67,42.83,44.91,3100.0,12,95,2.0,64.13
33.52,70.33,2.09,431.57,45.31,31.2,34.88,42.73,3100.0,8,131,0.0,51.22
28.28,85.94,2.32,0.0,33.87,26.92,28.25,74.71,8500.0,19,114,0.0,42.45
28.68,79.82,5.86,2.78,33.83,26.69,27.96,46.46,8500.0,3,146,0.0,35.56
31.1,83.44,2.23,22.11,42.48,29.47,31.17,70.31,9200.0,21,174,0.0,48.04
36.23,58.55,1.62,640.0,48.06,32.9,38.33,58.79,9200.0,9,144,0.0,56.7
31.56,88.76,1.88,0.0,46.49,30.45,31.62,62.3,3100.0,21,105,0.0,51.24
41.07,50.36,6.7,992.18,58.65,35.8,41.0,63.15,4200.0,11,103,1.0,63.94
32.68,67.68,0.5,499.09,41.54,31.32,35.1,40.06,4900.0,16,128,0.0,50.45
41.37,53.36,0.5,932.54,62.27,39.34,45.35,62.1,3100.0,13,117,3.0,72.13
38.82,54.83,0.78,989.75,54.25,36.63,42.54,42.61,4900.0,13,140,3.0,65.93
31.1,81.97,2.25,23.43,41.92,29.31,31.17,55.66,9200.0,1,138,0.0,46.43
30.09,84.66,2.01,57.79,39.34,28.69,30.38,76.49,4900.0,20,98,0.0,46.87
26.0,91.37,1.71,50.3,28.09,25.32,26.35,41.01,3100.0,19,147,0.0,36.53
40.81,50.34,1.67,833.31,57.73,36.34,43.34,62.25,9200.0,10,134,0.0,66.76
38.07,59.79,2.41,635.0,55.07,34.5,39.72,66.34,4200.0,15,111,5.0,62.15
26.0,88.94,1.29,0.0,28.0,24.97,26.14,72.09,8500.0,18,121,0.0,37.79
28.84,82.2,1.15,0.0,34.77,27.09,29.02,79.1,4200.0,22,158,0.0,44.08
26.0,85.81,2.5,0.0,27.88,24.67,25.97,79.62,4200.0,5,176,0.0,36.81
26.0,83.06,3.0,22.77,27.78,24.44,26.02,63.47,4200.0,23,158,0.0,35.32
28.96,91.34,0.83,44.59,37.25,28.28,29.49,54.76,4900.0,18,131,0.0,45.85
30.14,84.4,3.0,29.09,39.45,28.64,30.08,39.15,4200.0,4,142,0.0,41.87
29.76,90.22,4.32,20.37,39.87,28.84,29.4,62.68,4200.0,3,148,0.0,46.09
39.93,56.58,5.64,797.46,59.55,35.55,40.18,78.77,9200.0,14,163,4.0,65.34
27.6,89.43,1.83,0.0,32.43,26.6,27.67,32.38,9200.0,3,128,0.0,37.64
26.12,79.38,5.32,0.0,27.88,24.16,25.69,37.58,4200.0,19,104,0.0,29.42
38.82,58.46,0.87,689.6,56.87,35.99,41.62,78.36,4200.0,9,160,0.0,66.24
31.17,95.0,1.57,0.0,47.56,30.72,31.33,76.97,4200.0,23,118,0.0,52.18
27.67,86.77,2.54,10.34,32.24,26.43,27.68,35.41,9200.0,21,92,0.0,37.45
26.0,84.77,3.79,39.49,27.84,24.63,25.98,41.38,9200.0,2,172,0.0,32.62
28.43,85.64,0.74,33.78,34.26,27.16,28.9,43.52,3100.0,4,99,0.0,40.92
28.16,86.32,2.92,0.0,33.57,26.84,28.02,59.29,8500.0,5,118,0.0,39.77
28.85,85.64,1.97,0.0,35.53,27.45,28.87,75.82,4900.0,20,168,0.0,43.13
26.0,85.56,1.13,2.42,27.87,24.65,26.17,37.6,3100.0,21,124,0.0,34.64
31.47,76.36,3.66,273.58,41.09,29.45,31.92,45.31,4900.0,7,95,0.0,45.54
28.58,86.5,1.58,26.74,34.9,27.34,28.84,35.81,4900.0,6,101,0.0,39.93
26.36,91.94,1.68,0.0,29.08,25.62,26.46,48.9,3100.0,20,127,0.0,38.9
41.64,61.74,3.55,722.1,71.36,38.01,42.79,74.27,4200.0,9,166,0.0,71.39
28.31,89.66,0.84,0.0,34.66,27.32,28.56,70.56,8500.0,5,108,0.0,44.51
39.41,48.26,1.55,860.57,51.73,34.9,42.08,44.87,3100.0,13,156,3.0,63.75
27.29,86.92,2.81,0.0,31.21,26.05,27.2,46.11,4200.0,3,97,0.0,38.35
41.86,48.46,1.05,923.64,59.85,37.77,45.15,39.79,8500.0,12,97,2.0,66.83
29.31,81.95,0.5,9.84,36.08,27.56,29.7,68.31,4200.0,19,173,0.0,45.11
31.13,70.39,3.54,444.13,38.07,28.74,32.05,38.97,8500.0,16,136,0.0,45.51
30.51,80.26,2.82,0.0,39.36,28.52,30.32,77.43,8500.0,22,93,0.0,45.03
26.34,85.55,3.5,0.0,28.66,24.98,26.17,42.14,4200.0,6,140,0.0,34.2
27.86,78.3,1.77,68.6,31.5,25.89,28.23,59.96,3100.0,3,174,0.0,39.03
39.63,55.54,0.85,961.03,57.62,37.25,43.22,42.47,3100.0,13,156,3.0,67.53
27.2,83.43,1.49,53.16,30.57,25.75,27.58,72.02,9200.0,2,134,0.0,41.57
27.53,83.05,3.66,0.0,31.34,25.89,27.27,76.16,8500.0,23,97,0.0,39.05
27.58,83.58,1.57,15.69,31.54,26.04,27.77,36.68,9200.0,4,176,0.0,36.78
35.89,63.47,6.24,696.06,49.74,32.55,36.06,80.23,9200.0,15,105,5.0,57.08
30.3,84.28,0.66,0.0,39.93,28.73,30.61,45.67,4900.0,22,166,0.0,44.36
26.52,78.89,0.76,0.09,28.64,24.5,26.71,37.84,4200.0,19,156,0.0,31.8
28.37,82.53,2.74,0.0,33.51,26.67,28.25,76.21,4900.0,3,98,0.0,40.97
26.07,78.37,0.81,0.0,27.73,24.01,26.24,32.91,8500.0,23,149,0.0,31.58
26.76,84.67,2.21,0.0,29.59,25.3,26.75,78.81,4200.0,23,167,0.0,38.83
28.53,84.87,0.68,52.03,34.42,27.25,29.11,80.16,4900.0,1,166,0.0,45.5
28.66,78.17,4.33,257.33,33.46,26.87,29.04,45.39,4900.0,17,160,0.0,39.41
26.0,90.32,2.21,42.6,28.05,25.19,26.24,65.53,8500.0,18,104,0.0,38.43
30.3,95.68,2.15,0.0,43.93,29.91,30.32,43.44,4200.0,18,160,0.0,46.82
34.88,66.41,1.95,557.04,47.94,32.33,36.62,74.17,3100.0,16,130,0.0,57.55
42.87,55.22,0.5,889.59,70.04,40.81,46.78,73.78,4900.0,13,111,3.0,73.8
26.0,92.3,1.47,0.0,28.12,25.3,26.13,84.48,4900.0,18,113,0.0,38.82
29.18,81.19,0.58,5.06,35.52,27.34,29.52,47.89,4900.0,21,133,0.0,40.49
28.85,86.85,0.5,0.0,35.82,27.57,29.17,43.95,3100.0,23,90,0.0,42.82
37.14,50.51,5.8,887.28,46.42,32.22,37.69,35.48,3100.0,12,99,2.0,52.86
43.58,47.92,3.98,973.18,65.54,37.97,44.83,74.24,9200.0,11,169,1.0,72.58
26.0,84.0,1.05,0.0,27.81,24.49,26.16,63.17,4900.0,5,161,0.0,35.52
28.44,85.63,0.5,55.14,34.3,27.29,29.08,46.67,4900.0,20,145,0.0,42.71
26.0,83.51,3.63,35.32,27.8,24.5,25.98,59.71,8500.0,3,178,0.0,34.56
26.0,95.83,1.73,11.14,28.26,25.66,26.18,65.87,8500.0,18,139,0.0,41.6
36.18,59.45,0.5,709.5,48.41,34.48,39.35,74.74,9200.0,15,101,5.0,62.01
43.6,54.61,4.09,961.68,72.51,39.03,44.81,43.37,4200.0,12,178,2.0,70.29
29.69,81.43,2.67,26.32,37.1,27.88,29.69,64.27,8500.0,3,170,0.0,43.93
28.74,95.74,1.92,0.0,37.53,28.36,28.81,75.34,4200.0,22,149,0.0,46.97
35.15,68.98,2.0,501.1,50.31,32.76,36.73,37.37,9200.0,16,115,6.0,53.92
28.27,87.7,2.41,0.0,34.19,27.1,28.23,79.85,8500.0,22,167,0.0,44.19
26.0,88.8,1.39,0.0,27.99,24.96,26.13,79.83,9200.0,0,130,0.0,40.25
31.8,87.91,0.76,247.76,47.12,31.45,33.24,73.89,8500.0,17,125,0.0,54.56
29.88,91.8,2.33,0.0,40.83,29.1,29.85,41.61,3100.0,19,112,0.0,44.75
34.54,69.35,1.36,438.23,48.31,32.28,36.25,73.33,8500.0,16,132,0.0,57.36
37.22,52.08,2.26,813.1,47.49,33.03,39.34,68.27,9200.0,14,95,4.0,58.78
42.12,51.87,2.8,846.1,63.77,37.35,43.92,37.48,3100.0,10,158,0.0,67.88
26.0,81.34,1.59,0.0,27.71,24.23,26.08,33.61,4900.0,21,132,0.0,32.55
43.09,50.48,2.43,922.26,66.16,38.26,45.29,42.85,4200.0,12,114,2.0,71.1
26.47,82.45,1.71,0.0,28.76,24.8,26.54,61.19,3100.0,0,107,0.0,35.83
34.54,69.4,2.69,493.9,48.36,32.07,35.8,77.36,9200.0,16,151,0.0,56.95
28.96,82.33,1.04,85.53,35.14,27.47,29.59,70.51,8500.0,5,102,0.0,43.26
27.81,87.36,7.44,54.02,32.72,26.66,27.11,75.03,9200.0,3,132,0.0,39.47
30.21,84.6,2.07,0.0,39.72,28.67,30.2,74.67,4900.0,19,167,0.0,46.52
37.81,59.02,5.11,678.73,53.6,33.82,38.24,31.85,9200.0,15,117,5.0,55.73
40.71,51.4,1.69,809.47,58.21,36.34,43.17,76.4,3100.0,14,107,4.0,68.49
39.04,55.15,0.72,792.1,55.23,36.32,42.27,81.97,3100.0,14,148,4.0,67.07
28.1,82.19,5.77,0.0,32.71,26.37,27.44,71.87,4200.0,5,149,0.0,37.48
39.72,51.79,3.77,795.65,55.14,34.87,40.91,58.24,8500.0,14,152,4.0,62.93
41.81,58.45,8.03,787.28,68.78,37.38,40.62,40.59,3100.0,13,146,3.0,61.47
41.43,53.14,0.83,885.04,62.29,38.3,44.84,67.01,3100.0,10,140,0.0,71.52
27.41,74.74,4.62,49.91,30.07,25.01,27.19,77.0,9200.0,6,145,0.0,35.5
38.42,69.89,3.92,550.88,64.32,35.75,39.15,44.68,9200.0,8,116,0.0,60.88
38.75,63.1,2.17,668.25,60.16,35.71,40.63,77.96,9200.0,15,121,5.0,64.25
27.81,84.1,3.12,41.05,32.24,26.35,27.84,79.7,4200.0,4,98,0.0,41.77
27.52,90.91,0.5,85.67,32.4,27.04,28.3,72.51,4200.0,19,173,0.0,44.02
38.94,57.34,2.63,660.37,56.45,34.95,40.49,43.09,4200.0,9,157,0.0,59.2
33.36,74.16,0.71,285.64,46.59,31.61,34.93,59.09,9200.0,17,135,0.0,52.64
29.68,83.87,3.4,110.57,37.75,28.27,29.83,50.69,8500.0,2,156,0.0,43.01
40.51,57.74,2.66,949.91,62.74,36.98,42.71,66.78,9200.0,12,115,2.0,68.35
39.58,55.48,1.37,861.89,57.4,36.27,42.44,60.59,4900.0,10,97,0.0,66.12
37.39,67.34,4.68,440.26,57.86,34.23,37.55,42.8,4900.0,16,95,6.0,52.83
27.08,83.2,5.34,20.5,30.24,25.5,26.68,45.38,4200.0,21,169,0.0,35.18
41.59,45.86,2.46,978.71,56.83,36.27,43.89,77.73,4200.0,12,113,2.0,69.45
28.45,83.68,1.77,87.41,33.93,27.05,28.91,64.14,8500.0,5,137,0.0,41.67
32.69,70.71,1.13,499.09,42.78,30.96,34.69,60.07,4900.0,16,134,0.0,51.68
39.16,46.43,2.35,920.82,49.82,34.12,41.43,59.87,9200.0,12,102,2.0,61.74
29.82,81.4,1.27,24.21,37.5,28.03,30.13,82.71,4900.0,18,158,0.0,46.0
29.04,83.93,1.79,25.85,35.73,27.52,29.24,37.21,9200.0,20,114,0.0,39.85
32.73,81.23,0.95,0.0,47.71,30.78,33.02,74.18,4200.0,18,109,0.0,51.57
36.6,59.63,0.81,648.62,49.86,34.03,39.27,84.8,4900.0,9,171,0.0,61.97
28.84,85.26,4.99,0.0,35.43,27.4,28.28,62.38,3100.0,2,171,0.0,39.9
41.71,55.75,1.45,1010.15,65.77,38.57,44.9,71.64,4200.0,13,155,3.0,73.49
29.8,89.12,3.82,39.77,39.69,28.8,29.62,34.42,4200.0,18,163,0.0,42.55
29.42,80.36,3.28,65.42,36.02,27.57,29.43,60.61,8500.0,4,134,0.0,41.48
26.95,90.65,0.92,0.0,30.67,26.08,27.17,74.01,4900.0,4,136,0.0,41.68
29.31,82.26,1.95,0.0,36.18,27.56,29.33,66.44,3100.0,19,152,0.0,41.12
32.26,75.69,1.5,469.92,43.45,30.86,34.0,75.22,9200.0,16,165,0.0,54.76
26.31,83.49,0.83,11.59,28.47,24.79,26.59,34.39,9200.0,20,166,0.0,35.31
31.49,64.44,3.06,670.32,37.19,28.85,33.09,74.84,8500.0,9,144,0.0,49.88
26.24,84.84,1.92,12.11,28.38,24.84,26.36,47.09,4200.0,4,164,0.0,35.09
29.15,94.34,0.98,0.0,38.75,28.63,29.4,80.26,4200.0,3,108,0.0,47.61
26.84,85.32,0.94,0.0,29.86,25.45,27.04,43.45,8500.0,5,124,0.0,37.09
26.39,87.58,1.32,63.19,28.9,25.39,26.85,65.71,8500.0,3,142,0.0,38.64
27.25,91.6,4.54,26.96,31.66,26.51,27.02,39.21,4900.0,6,115,0.0,36.94
